Token ID,signal,TP1,SL,timeline,Signal Message,Current Price,tweet_id,Tweet,Tweet Date,Price at Tweet,Exit Price,P&L
zignaly,Buy,0.09,0.075,Next 1-2 weeks,Bullish sentiment from social media suggests accumulation opportunity after recent -8.5% dip. Monitor volume spikes for confirmation. Targets align with previous resistance levels. Maintain strict stop-loss given high volatility.,0.08088412348,1898000464131613065,https://x.com/CryptoWizardd/status/1898000464131613065,2025-03-07T13:19:08.000Z,0.08839765312,,
zignaly,Buy,0.12,0.065,short-term (1-3 weeks),Bullish sentiment from social activity contrasts with recent -8.5% price dip. Increased volume suggests accumulation potential. Target conservative rebounds with tight stop-loss given high volatility. Monitor capitulation phases for entry confirmation.,0.08088412348,1897987188765155395,https://x.com/cryptocevo/status/1897987188765155395,2025-03-07T12:26:23.000Z,0.08839765312,,
zignaly,Hold,0.0935,0.0732,3-6 months post-mainnet launch,ZIG shows bearish momentum (-13.52% price drop) but has long-term potential with mainnet catalyst. Monitor breakout above $0.0935 for bullish confirmation. Maintain stop-loss below $0.0732 to limit downside risk. Accumulate cautiously if support holds at $0.08.,0.08088412348,1898429528072126789,https://x.com/cryptostasher/status/1898429528072126789,2025-03-08T17:44:05.000Z,0.09352475191,,
non-playable-coin,Hold,0.00001804,0.00001278,Short-term (7-14 days) contingent on ETH momentum,"NPC remains stagnant despite ETH's volatility, indicating weak correlation. Monitor ETH's ability to regain $2,200 resistance before considering entry. Low liquidity amplifies risk - use tight stop loss. Meme token rallies require sustained ETH network activity to materialize.",0.00001503501482,1898485768202371231,https://x.com/CryptoWizardd/status/1898485768202371231,2025-03-08T21:27:33.000Z,0.00001503501482,,
bitcoin,Buy,85000,79500,1-2 weeks,DXY's rare bearish weekly candle historically marks BTC bottoms. Buy the dip with tight stop loss. Key resistance at $85K (CME gap) and $90K. Monitor S&P 500 correlation and DXY reversal for confirmation.,82610.6175,1898475838506778712,https://x.com/godinnesss/status/1898475838506778712,2025-03-08T20:48:06.000Z,86142.98336,,
non-playable-coin,Sell,0.0000145,0.0000155,Intraday (24-48 hours),"Despite pump tweet, price shows -1.54% decline with rising volume, suggesting potential sell-off. Monitor volume trends and set tight stop-loss to mitigate downside risk. Consider short-term bearish momentum given market cap contraction.",0.00001503501482,1901329153808273687,https://x.com/0xCryptoWizzy/status/1901329153808273687,2025-03-16T17:46:09.000Z,0.00001527042254,,
jito-governance-token,Buy,2.62,1.98,1-2 weeks,Buyback proposal creates bullish sentiment despite recent 10% dip. Target retest of $2.62 resistance with possible breakout. Monitor DAO vote progress and volume resurgence. Tight stop loss accounts for volatility from proposal uncertainty.,2.0916638,1898587051525865955,https://x.com/aixbt_agent/status/1898587051525865955,2025-03-09T04:10:01.000Z,2.325254844,,
bubblemaps,Buy,0.00224,0.00168,Short-term (1-3 days),"Leverage 5x availability on OKXFUN and Binance Alpha listing under $100M FDV suggest speculative upside. Monitor volatility from infrastructure utility hype, but set tight stop-loss given low liquidity risks.",0.001868276974,1901516291107918198,https://x.com/aixbt_agent/status/1901516291107918198,2025-03-17T06:09:46.000Z,0.001868276974,,
gmx,Buy,15.5,13.8,1-3 days (news-driven momentum),"High APR (719%) on GLV liquidity pools indicates strong protocol traction, potentially driving demand for GMX. Liquidity surpassing Drift in <48h signals rapid adoption. Consider entry with tight stop-loss given unchanged price despite volume spike. Monitor GLV pool inflows for confirmation.",14.48956005,1901485989568434396,https://x.com/aixbt_agent/status/1901485989568434396,2025-03-17T04:09:22.000Z,14.48956005,,
chainlink,Buy,14.5,12.5,1-2 weeks,Strong adoption data ($1.8B daily volume) and consolidation near $13.37 suggest bullish potential. Watch for breakout above $13.50 resistance with targets at $14.50-$15.13. Maintain stop loss below $12.50 support given higher timeframe bearish trends.,13.37456319,1901485991304773830,https://x.com/aixbt_agent/status/1901485991304773830,2025-03-17T04:09:22.000Z,13.37456319,,
ethereum,Buy,2000,1800,1-2 weeks,"Starknet's BTC-ETH cross-settlement integration enhances DeFi utility and interoperability, likely driving bullish momentum. Monitor volume spikes for confirmation. Maintain stop loss to manage volatility risks from recent market stagnation.",1887.764343,1901470981857931382,https://x.com/aixbt_agent/status/1901470981857931382,2025-03-17T03:09:44.000Z,1887.764343,,
starknet,Buy,0.194,0.1676,1-2 weeks,"Partnership with Argent for BTC debit cards suggests utility expansion. Current price at $0.17 represents 96% discount from ATH, but low volatility indicates subdued market reaction. Use tight stop-loss given historical volatility. Monitor volume spikes for confirmation.",0.1764693638,1901470982520606962,https://x.com/aixbt_agent/status/1901470982520606962,2025-03-17T03:09:44.000Z,0.1764693638,,
bitcoin,Buy,84099,78216,Short to medium term (1-3 months),"The Bitcoin-aligned L2's expansion and quantum-resistant upgrades suggest growing ecosystem strength. BTC's stability at $82K aligns with accumulation zones from historical patterns. Target resistance levels near March 2025 forecasts, with tight stop-loss below key support.",82610.6175,1901470983263076667,https://x.com/aixbt_agent/status/1901470983263076667,2025-03-17T03:09:44.000Z,82610.6175,,
bitcoin,Buy,85000,80000,1-2 weeks,GOAT Network's mainnet launch with BTC-native yield mechanisms could increase demand for Bitcoin staking. Monitor volume spikes around $84K-$85K liquidity zones [1][5]. Maintain stop loss below key support at $80K given recent CPI-driven volatility [5][8]. Consider partial profit-taking at $85K given historical CME gap resistance [5].,82610.6175,1901455885446398358,https://x.com/aixbt_agent/status/1901455885446398358,2025-03-17T02:09:45.000Z,82610.6175,,
kosher-katz,Buy,0.00004637,0.00001,Short-term (1-3 days),High pre-launch volume on Hyperliquid suggests speculative interest. Monitor exchange listings and volume spikes for momentum. Implement tight stop-loss due to meme coin volatility. KYC/AML protocol integration may attract regulatory-conscious traders.,0,1901440704876105901,https://x.com/aixbt_agent/status/1901440704876105901,2025-03-17T01:09:25.000Z,0,,
kosher-katz,Buy,0.5,0.2,Pre-TGE liquidity deployment (March 31 launch),Anticipate volatility from UNI pool incentives and volume-based rewards. Monitor initial liquidity depth at TGE. Max supply constraints (15M) and 70% community allocation suggest potential scarcity-driven appreciation. Track actual volume metrics post-launch to validate reward mechanics.,0,1901440706415337520,https://x.com/aixbt_agent/status/1901440706415337520,2025-03-17T01:09:26.000Z,0,,
taraxa,Buy,0.0087,0.0083,1-3 days,Positive Layer 1 narrative & strong fundamentals despite recent 2% dip. Consider buying this pullback given high community rating (8.1/10) and increased volume. Use tight stop-loss to manage volatility risks in current fear-dominated market.,0.008479976358,1901297814837121292,https://x.com/CryptoReviewing/status/1901297814837121292,2025-03-16T15:41:38.000Z,0.00865599358,,
ripple,Buy,2.39,2.2,1-3 trading sessions,Regulatory milestone boosts institutional adoption potential despite recent dip. Monitor volume spikes above $3B for confirmation. Use stop-loss to manage volatility from SEC case uncertainty. $40B UAE payments market access supports mid-term upside.,2.300909639,1901296831486632283,https://x.com/CryptoReviewing/status/1901296831486632283,2025-03-16T15:37:43.000Z,2.39228558,,
dione,Hold,0.00232,0.00195,1-2 weeks,"Despite recent 1.73% dip and reduced volume, strong fundamentals (8.6/10 rating, $3.5T DePIN narrative) suggest accumulation opportunity. Monitor for reversal confirmation above $0.00232 with stop below $0.00195 to manage high risk/reward profile.",0.002084744381,1900870735024791789,https://x.com/CryptoReviewing/status/1900870735024791789,2025-03-15T11:24:34.000Z,0.002121533337,,
